tour;tour_len;related_starting_points
[4, 14, 13, 12, 11, 15, 0, 7, 3, 1, 2, 6, 5, 9, 8, 10];7053;282
[10, 4, 14, 0, 15, 12, 13, 11, 9, 2, 1, 3, 7, 6, 5, 8];8125;1
[8, 10, 4, 15, 2, 1, 3, 14, 5, 13, 12, 7, 0, 11, 6, 9];8213;3
[11, 12, 13, 0, 7, 14, 4, 3, 1, 2, 15, 9, 8, 10, 5, 6];8112;25
[3, 1, 2, 15, 12, 6, 5, 14, 13, 7, 0, 11, 9, 8, 10, 4];8108;4
[7, 0, 12, 11, 15, 1, 2, 9, 8, 10, 4, 5, 6, 13, 14, 3];8016;11
[11, 12, 13, 6, 5, 8, 10, 4, 14, 0, 7, 3, 1, 2, 15, 9];7196;22
[0, 7, 13, 14, 5, 6, 8, 10, 4, 3, 1, 2, 9, 11, 12, 15];8304;2
[6, 11, 13, 12, 15, 2, 1, 3, 4, 10, 8, 9, 0, 7, 14, 5];8022;26
[14, 0, 7, 3, 1, 2, 15, 6, 5, 13, 12, 11, 9, 8, 10, 4];7090;217
[4, 10, 8, 5, 6, 13, 12, 3, 1, 2, 15, 9, 11, 0, 7, 14];8019;1
[8, 10, 4, 14, 7, 0, 13, 12, 11, 6, 5, 9, 15, 3, 1, 2];8256;26
[5, 6, 13, 14, 3, 1, 2, 15, 11, 12, 7, 0, 9, 8, 10, 4];7863;12
[5, 14, 13, 12, 6, 11, 15, 0, 7, 2, 1, 3, 4, 10, 8, 9];7508;8
[4, 14, 7, 0, 6, 5, 13, 3, 1, 2, 15, 12, 11, 9, 8, 10];7936;27
[11, 9, 8, 10, 4, 0, 7, 3, 1, 2, 15, 6, 5, 14, 13, 12];7373;36
[6, 5, 13, 12, 11, 15, 1, 2, 8, 10, 4, 14, 3, 7, 0, 9];8372;7
[8, 10, 4, 14, 13, 12, 5, 6, 11, 0, 7, 3, 1, 2, 15, 9];7009;592
[9, 12, 13, 14, 7, 3, 1, 2, 0, 15, 11, 6, 5, 4, 10, 8];7215;27
[3, 1, 2, 6, 5, 14, 13, 7, 0, 15, 12, 11, 9, 8, 10, 4];8216;6
[4, 10, 8, 2, 1, 15, 12, 13, 11, 6, 5, 9, 0, 7, 3, 14];8405;3
[8, 10, 4, 14, 3, 1, 2, 7, 0, 15, 11, 6, 5, 13, 12, 9];7171;98
[14, 5, 8, 10, 4, 3, 1, 2, 9, 6, 11, 13, 12, 15, 0, 7];8307;2
[5, 6, 2, 1, 3, 14, 13, 7, 0, 15, 12, 11, 9, 8, 10, 4];8012;8
[6, 13, 12, 11, 15, 2, 1, 3, 4, 14, 7, 0, 9, 8, 10, 5];8196;1
[15, 1, 2, 8, 10, 4, 3, 7, 0, 12, 11, 9, 6, 5, 14, 13];8664;2
[13, 3, 1, 2, 15, 8, 10, 4, 14, 7, 0, 12, 11, 9, 6, 5];8215;13
[13, 12, 15, 2, 1, 3, 7, 0, 11, 6, 9, 8, 10, 4, 14, 5];7021;118
[8, 10, 4, 5, 6, 13, 14, 3, 7, 0, 12, 11, 15, 1, 2, 9];8016;16
[1, 2, 15, 12, 13, 5, 14, 4, 10, 8, 9, 6, 11, 0, 7, 3];7021;110
[11, 6, 5, 14, 13, 12, 0, 7, 4, 10, 8, 9, 15, 2, 1, 3];8072;14
[4, 10, 8, 9, 11, 12, 15, 0, 2, 1, 3, 7, 13, 6, 5, 14];7058;79
[13, 14, 5, 6, 11, 9, 8, 10, 4, 7, 3, 1, 2, 0, 15, 12];7365;26
[9, 8, 10, 4, 14, 5, 6, 11, 15, 0, 2, 1, 3, 7, 13, 12];7090;11
[4, 5, 6, 9, 0, 7, 3, 14, 13, 12, 11, 15, 1, 2, 8, 10];8425;1
[11, 6, 5, 14, 7, 0, 9, 8, 10, 4, 3, 1, 2, 15, 12, 13];8022;31
[8, 10, 4, 14, 7, 0, 15, 12, 11, 9, 2, 1, 3, 13, 6, 5];8064;8
[1, 3, 14, 5, 4, 10, 8, 9, 15, 0, 7, 11, 6, 13, 12, 2];8041;12
[11, 12, 15, 0, 7, 14, 13, 6, 5, 8, 10, 4, 3, 1, 2, 9];8337;2
[11, 0, 7, 4, 10, 8, 15, 2, 1, 3, 12, 13, 14, 5, 6, 9];8495;2
[1, 3, 13, 6, 11, 12, 15, 0, 7, 14, 5, 4, 10, 8, 9, 2];8036;9
[0, 7, 3, 14, 6, 13, 12, 11, 15, 1, 2, 8, 10, 4, 5, 9];8714;1
[0, 7, 3, 14, 5, 9, 8, 10, 4, 1, 2, 15, 11, 6, 13, 12];8472;3
[10, 8, 9, 11, 3, 1, 2, 15, 12, 13, 0, 7, 14, 6, 5, 4];7933;9
[11, 9, 8, 10, 4, 14, 5, 6, 13, 12, 7, 3, 1, 2, 0, 15];7028;183
[13, 3, 1, 2, 15, 11, 6, 9, 8, 10, 4, 5, 14, 7, 0, 12];7864;13
[15, 2, 1, 3, 4, 10, 8, 5, 14, 7, 0, 13, 12, 11, 6, 9];8257;1
[4, 10, 8, 15, 2, 1, 3, 7, 0, 12, 11, 9, 6, 5, 13, 14];7405;34
[7, 13, 14, 5, 6, 12, 11, 9, 8, 10, 4, 3, 1, 2, 15, 0];7441;34
[0, 8, 10, 4, 14, 13, 12, 5, 6, 9, 11, 15, 2, 1, 3, 7];7492;12
[0, 14, 4, 10, 8, 2, 1, 3, 7, 9, 6, 5, 13, 12, 11, 15];8263;5
[12, 13, 14, 5, 8, 10, 4, 3, 1, 2, 15, 9, 6, 11, 0, 7];8282;1
[2, 1, 3, 14, 4, 10, 8, 9, 5, 6, 11, 13, 12, 15, 0, 7];6983;291
[2, 1, 3, 12, 13, 5, 6, 11, 0, 7, 14, 4, 10, 8, 9, 15];7775;45
[0, 7, 3, 1, 2, 15, 8, 10, 4, 14, 13, 5, 6, 9, 11, 12];7405;32
[7, 0, 13, 12, 11, 15, 2, 1, 3, 6, 9, 8, 10, 4, 5, 14];7985;28
[15, 2, 1, 3, 7, 0, 12, 11, 9, 8, 10, 4, 14, 5, 6, 13];6978;633
[13, 5, 6, 12, 3, 1, 2, 15, 11, 9, 8, 10, 4, 14, 7, 0];7902;22
[10, 8, 2, 1, 3, 15, 9, 5, 14, 13, 12, 6, 11, 0, 7, 4];8831;1
[6, 5, 13, 12, 11, 9, 8, 10, 4, 14, 0, 7, 3, 1, 2, 15];7090;234
[11, 12, 13, 7, 0, 15, 2, 1, 3, 14, 6, 5, 4, 10, 8, 9];7179;115
[8, 10, 4, 14, 5, 6, 13, 15, 0, 2, 1, 3, 7, 12, 11, 9];7076;47
[10, 8, 7, 3, 1, 2, 0, 15, 11, 9, 6, 5, 12, 13, 14, 4];7611;13
[13, 12, 3, 1, 2, 8, 10, 4, 7, 0, 15, 11, 9, 6, 5, 14];8522;1
[11, 12, 13, 14, 5, 6, 9, 15, 3, 1, 2, 8, 10, 4, 7, 0];8530;3
[13, 14, 7, 0, 15, 2, 1, 3, 4, 10, 8, 9, 5, 6, 11, 12];7311;62
[10, 4, 14, 13, 15, 2, 1, 3, 7, 0, 12, 11, 6, 5, 9, 8];6923;1079
[9, 11, 12, 15, 0, 7, 13, 14, 3, 1, 2, 6, 5, 4, 10, 8];8012;14
[14, 0, 7, 3, 1, 2, 15, 11, 6, 5, 13, 12, 9, 8, 10, 4];7091;123
[0, 7, 13, 12, 15, 2, 1, 3, 14, 6, 5, 4, 10, 8, 9, 11];7846;50
[0, 7, 11, 6, 5, 13, 12, 2, 1, 3, 14, 4, 10, 8, 9, 15];7825;46
[7, 0, 13, 12, 11, 6, 5, 9, 15, 3, 1, 2, 8, 10, 4, 14];8256;25
[9, 6, 11, 13, 12, 15, 2, 1, 3, 4, 10, 8, 5, 14, 7, 0];8337;1
[11, 12, 15, 0, 7, 14, 4, 10, 8, 5, 6, 13, 3, 1, 2, 9];8064;2
[2, 6, 5, 4, 10, 8, 9, 0, 7, 3, 14, 13, 12, 11, 15, 1];8178;9
[4, 3, 1, 2, 15, 13, 14, 5, 6, 11, 12, 7, 0, 9, 8, 10];8069;8
[5, 10, 8, 9, 0, 7, 14, 4, 3, 1, 2, 15, 12, 13, 11, 6];8192;6
[13, 6, 11, 7, 0, 15, 9, 8, 10, 4, 5, 14, 3, 1, 2, 12];8041;13
[14, 13, 12, 11, 6, 9, 15, 2, 1, 3, 7, 0, 4, 10, 8, 5];7550;13
[8, 9, 11, 12, 13, 14, 3, 1, 2, 7, 0, 15, 6, 5, 4, 10];7223;60
[5, 14, 7, 0, 11, 6, 13, 12, 15, 2, 1, 3, 4, 10, 8, 9];8141;9
[5, 6, 11, 7, 0, 15, 9, 8, 10, 4, 3, 1, 2, 12, 13, 14];8082;14
[6, 5, 12, 13, 14, 4, 10, 8, 15, 2, 1, 3, 7, 0, 11, 9];7448;53
[0, 7, 3, 1, 2, 15, 12, 13, 11, 9, 8, 10, 4, 5, 6, 14];7100;90
[7, 0, 14, 13, 9, 8, 10, 4, 5, 6, 11, 12, 15, 2, 1, 3];7176;15
[3, 14, 6, 13, 12, 7, 0, 15, 11, 9, 5, 4, 10, 8, 2, 1];8518;2
[9, 6, 5, 13, 12, 11, 0, 7, 3, 1, 2, 15, 14, 4, 10, 8];6949;514
[6, 9, 8, 10, 4, 5, 14, 3, 7, 0, 13, 12, 11, 15, 1, 2];8175;8
[13, 14, 3, 1, 2, 6, 5, 4, 10, 8, 9, 11, 15, 0, 7, 12];7982;8
[6, 5, 4, 10, 8, 9, 2, 1, 15, 11, 12, 0, 7, 3, 14, 13];8016;10
[14, 5, 6, 11, 12, 3, 1, 2, 9, 8, 10, 4, 7, 0, 15, 13];8128;12
[4, 10, 8, 9, 5, 14, 13, 12, 6, 11, 15, 0, 7, 2, 1, 3];7508;7
[1, 15, 12, 13, 5, 6, 11, 0, 7, 3, 14, 4, 10, 8, 9, 2];7937;28
[7, 4, 10, 8, 2, 1, 3, 12, 13, 14, 5, 6, 9, 11, 15, 0];8522;3
[6, 13, 12, 7, 0, 11, 9, 15, 2, 1, 3, 14, 4, 10, 8, 5];7954;4
[12, 13, 7, 0, 15, 2, 1, 3, 14, 4, 10, 8, 9, 5, 6, 11];6982;462
[10, 8, 9, 0, 7, 3, 1, 2, 15, 11, 12, 13, 6, 5, 14, 4];6943;189
[5, 6, 11, 2, 1, 3, 14, 4, 10, 8, 9, 15, 0, 7, 12, 13];7795;449
[8, 2, 1, 15, 11, 9, 6, 5, 14, 13, 12, 0, 7, 3, 4, 10];8616;2
[10, 8, 5, 6, 13, 12, 11, 9, 15, 0, 7, 2, 1, 3, 14, 4];7276;18
[1, 2, 9, 11, 15, 0, 12, 13, 6, 5, 8, 10, 4, 14, 7, 3];7998;1
[7, 12, 13, 14, 4, 10, 8, 2, 1, 3, 15, 9, 5, 6, 11, 0];8281;12
[15, 11, 12, 13, 5, 14, 4, 10, 8, 9, 6, 2, 1, 3, 7, 0];7179;39
[10, 8, 9, 2, 1, 3, 13, 12, 11, 6, 5, 4, 14, 7, 0, 15];8427;8
[4, 10, 8, 15, 2, 1, 3, 14, 6, 13, 12, 7, 0, 11, 9, 5];8491;2
[13, 14, 5, 6, 2, 1, 3, 4, 10, 8, 9, 11, 12, 15, 0, 7];8216;4
[7, 2, 1, 3, 14, 9, 8, 10, 4, 5, 6, 13, 12, 11, 15, 0];7307;2
[5, 6, 13, 12, 11, 15, 1, 2, 9, 8, 10, 0, 7, 3, 14, 4];8594;4
[9, 6, 11, 7, 3, 1, 2, 0, 15, 12, 13, 5, 14, 4, 10, 8];7127;23
[13, 6, 5, 4, 14, 3, 1, 2, 9, 8, 10, 11, 15, 0, 7, 12];8315;4
[11, 15, 0, 7, 4, 10, 8, 5, 14, 13, 12, 3, 1, 2, 9, 6];8395;3
[1, 3, 7, 0, 4, 10, 8, 9, 11, 6, 5, 14, 13, 12, 15, 2];7296;57
[1, 2, 15, 9, 8, 10, 4, 5, 6, 13, 14, 7, 0, 11, 12, 3];7874;6
[2, 9, 8, 10, 15, 0, 7, 12, 13, 14, 4, 5, 6, 11, 3, 1];8483;6
[13, 12, 15, 1, 2, 6, 5, 0, 7, 3, 14, 4, 10, 8, 9, 11];8233;1
[12, 15, 0, 2, 1, 3, 7, 14, 13, 9, 8, 10, 4, 5, 6, 11];7247;12
[5, 4, 10, 8, 9, 0, 7, 13, 12, 11, 15, 2, 1, 3, 14, 6];7839;42
[13, 14, 5, 6, 2, 1, 3, 7, 9, 8, 10, 4, 0, 15, 11, 12];8299;1
[5, 6, 11, 12, 13, 0, 7, 14, 4, 3, 1, 2, 15, 9, 8, 10];8112;19
[14, 5, 8, 10, 4, 7, 0, 15, 11, 6, 9, 2, 1, 3, 12, 13];8395;1
[12, 13, 14, 4, 10, 8, 9, 15, 2, 1, 3, 5, 6, 11, 0, 7];7883;46
[10, 4, 7, 0, 11, 12, 13, 14, 5, 6, 9, 15, 3, 1, 2, 8];8530;5
[0, 7, 4, 10, 8, 9, 11, 12, 3, 1, 2, 6, 5, 14, 13, 15];8323;2
[2, 15, 12, 6, 5, 4, 10, 8, 9, 11, 0, 7, 13, 14, 3, 1];7904;1
[8, 9, 11, 15, 2, 1, 3, 13, 12, 0, 7, 14, 6, 5, 4, 10];7882;4
[2, 15, 11, 6, 9, 8, 10, 4, 5, 14, 7, 0, 12, 13, 3, 1];7864;5
[0, 11, 6, 5, 9, 15, 3, 1, 2, 8, 10, 4, 14, 13, 12, 7];8281;11
[9, 11, 12, 13, 14, 5, 6, 2, 1, 3, 7, 0, 15, 4, 10, 8];7530;9
[10, 8, 2, 1, 14, 13, 12, 11, 7, 3, 0, 15, 9, 6, 5, 4];8589;1
[14, 4, 3, 1, 2, 9, 8, 10, 5, 6, 11, 13, 12, 15, 0, 7];8162;13
[15, 0, 2, 1, 3, 7, 13, 12, 11, 9, 8, 10, 4, 14, 5, 6];7089;41
[3, 1, 2, 0, 15, 12, 11, 9, 8, 10, 4, 5, 6, 13, 14, 7];7183;20
[15, 1, 2, 11, 6, 5, 9, 8, 10, 4, 14, 3, 7, 0, 13, 12];7923;8
[13, 14, 5, 6, 9, 11, 15, 0, 7, 4, 10, 8, 2, 1, 3, 12];8522;2
[11, 6, 5, 3, 1, 2, 9, 8, 10, 4, 14, 13, 12, 7, 0, 15];7907;115
[8, 10, 4, 3, 1, 2, 15, 12, 13, 11, 6, 5, 14, 7, 0, 9];8022;23
[1, 3, 7, 0, 4, 10, 8, 9, 11, 12, 6, 5, 14, 13, 15, 2];7394;20
[5, 6, 15, 0, 2, 1, 3, 7, 4, 10, 8, 9, 11, 12, 13, 14];7442;20
[13, 14, 4, 10, 8, 2, 1, 3, 7, 0, 15, 12, 11, 9, 6, 5];7452;59
[9, 6, 11, 15, 0, 7, 12, 13, 14, 3, 1, 2, 5, 4, 10, 8];8099;4
[2, 1, 3, 7, 14, 6, 5, 4, 10, 8, 9, 11, 13, 12, 15, 0];7171;70
[12, 15, 2, 1, 3, 7, 0, 14, 6, 5, 4, 10, 8, 9, 11, 13];7100;113
[3, 7, 0, 15, 14, 13, 12, 11, 9, 6, 5, 4, 10, 8, 2, 1];7550;38
[9, 11, 12, 3, 1, 2, 8, 10, 4, 7, 0, 15, 13, 14, 5, 6];8570;5
[4, 14, 1, 2, 12, 13, 5, 6, 11, 7, 3, 0, 15, 9, 8, 10];8218;7
[9, 8, 10, 5, 6, 13, 0, 7, 14, 4, 3, 1, 2, 15, 12, 11];8219;4
[2, 9, 11, 15, 0, 7, 4, 10, 8, 6, 5, 14, 13, 12, 3, 1];8363;1
[13, 14, 4, 10, 8, 9, 15, 0, 2, 1, 3, 7, 12, 11, 6, 5];7064;95
[5, 14, 4, 10, 8, 9, 0, 7, 13, 12, 15, 2, 1, 3, 11, 6];7793;19
[7, 3, 14, 5, 6, 13, 12, 15, 2, 1, 4, 10, 8, 9, 11, 0];8384;6
[5, 13, 12, 0, 7, 3, 1, 2, 15, 11, 6, 9, 8, 10, 4, 14];7001;214
[2, 6, 5, 4, 10, 8, 9, 11, 15, 0, 7, 12, 13, 14, 3, 1];7982;6
[4, 10, 8, 9, 2, 1, 3, 12, 13, 6, 11, 15, 0, 7, 14, 5];8015;11
[14, 3, 1, 2, 15, 4, 10, 8, 9, 11, 0, 7, 12, 13, 6, 5];8142;3
[6, 11, 15, 0, 2, 1, 3, 7, 12, 13, 14, 4, 10, 8, 9, 5];6973;111
[1, 3, 4, 10, 8, 9, 15, 0, 7, 13, 14, 5, 6, 11, 12, 2];8084;12
[12, 13, 14, 5, 6, 2, 1, 4, 10, 8, 9, 15, 0, 3, 7, 11];8571;1
[10, 8, 2, 1, 3, 15, 9, 6, 5, 13, 12, 11, 0, 7, 14, 4];8249;28
[12, 0, 7, 14, 4, 10, 8, 9, 11, 15, 2, 1, 3, 13, 5, 6];7887;115
[6, 11, 0, 7, 3, 1, 2, 15, 12, 13, 5, 14, 4, 10, 8, 9];7021;125
[11, 12, 0, 7, 14, 4, 10, 8, 9, 15, 2, 1, 3, 13, 5, 6];7776;213
[12, 13, 7, 0, 8, 10, 4, 3, 1, 2, 15, 14, 5, 6, 9, 11];8525;1
[10, 4, 3, 1, 2, 15, 0, 7, 14, 13, 12, 11, 6, 5, 9, 8];7311;86
[6, 5, 12, 13, 14, 4, 10, 8, 2, 1, 3, 7, 0, 15, 11, 9];7475;39
[14, 4, 10, 8, 15, 2, 1, 3, 7, 0, 13, 12, 11, 9, 6, 5];7298;141
[4, 15, 2, 1, 3, 7, 0, 13, 14, 5, 6, 12, 11, 9, 8, 10];7438;15
[5, 10, 8, 9, 2, 1, 3, 4, 14, 7, 0, 15, 11, 12, 13, 6];8166;3
[7, 0, 13, 12, 11, 9, 6, 5, 14, 4, 10, 8, 15, 2, 1, 3];7298;146
[2, 1, 3, 13, 12, 11, 0, 7, 14, 5, 4, 10, 8, 9, 6, 15];7961;28
[10, 8, 9, 13, 14, 5, 6, 11, 12, 15, 2, 1, 3, 7, 0, 4];7406;18
[14, 5, 6, 11, 9, 8, 10, 4, 1, 2, 15, 12, 13, 0, 7, 3];8354;1
[11, 6, 5, 14, 13, 12, 9, 8, 10, 4, 7, 3, 1, 2, 0, 15];7443;30
[1, 3, 12, 13, 6, 5, 4, 14, 7, 0, 15, 11, 10, 8, 9, 2];8380;4
[1, 3, 11, 9, 6, 5, 13, 12, 0, 7, 14, 4, 10, 8, 15, 2];8230;10
[6, 5, 14, 4, 10, 8, 9, 0, 7, 13, 12, 11, 15, 2, 1, 3];7863;14
[4, 3, 1, 2, 15, 13, 6, 5, 10, 8, 9, 11, 12, 0, 7, 14];8231;12
[7, 3, 12, 13, 6, 5, 4, 14, 1, 2, 9, 8, 10, 11, 15, 0];8706;1
[14, 15, 0, 7, 3, 1, 2, 8, 10, 4, 5, 6, 9, 11, 12, 13];7550;48
[12, 13, 5, 6, 11, 2, 1, 3, 14, 4, 10, 8, 9, 15, 0, 7];7795;430
[8, 10, 4, 5, 6, 2, 1, 3, 14, 13, 12, 11, 7, 0, 15, 9];7949;17
[10, 8, 9, 11, 15, 0, 7, 12, 13, 5, 6, 2, 1, 3, 14, 4];7929;47
[8, 9, 11, 6, 5, 14, 13, 12, 0, 7, 3, 1, 2, 15, 4, 10];7352;22
[1, 3, 7, 14, 6, 5, 4, 10, 8, 9, 11, 13, 12, 15, 0, 2];7171;87
[4, 5, 6, 9, 11, 15, 0, 7, 12, 13, 14, 3, 1, 2, 8, 10];8229;12
[9, 8, 10, 4, 5, 14, 7, 0, 15, 11, 6, 13, 12, 3, 1, 2];8015;6
[3, 1, 2, 0, 15, 11, 6, 12, 13, 14, 5, 9, 8, 10, 4, 7];7523;2
[11, 7, 0, 15, 9, 8, 10, 4, 3, 1, 2, 6, 5, 14, 13, 12];8153;3
[2, 1, 3, 13, 6, 5, 8, 10, 4, 14, 7, 0, 15, 12, 11, 9];8064;10
[12, 13, 6, 5, 14, 3, 1, 2, 15, 4, 10, 8, 9, 11, 0, 7];8142;2
[4, 5, 15, 2, 1, 3, 14, 13, 12, 7, 0, 11, 6, 9, 8, 10];8013;6
[1, 2, 15, 8, 10, 4, 14, 7, 0, 12, 13, 5, 6, 9, 11, 3];8230;7
[8, 10, 4, 5, 6, 9, 15, 0, 7, 14, 13, 12, 11, 3, 1, 2];8269;2
[8, 9, 6, 11, 2, 1, 15, 12, 13, 0, 7, 3, 14, 5, 4, 10];8102;3
[6, 5, 4, 10, 8, 9, 12, 13, 14, 7, 3, 1, 2, 0, 15, 11];7215;35
[2, 15, 11, 6, 5, 14, 13, 12, 7, 0, 9, 8, 10, 4, 3, 1];8021;34
[7, 14, 6, 5, 4, 10, 8, 9, 2, 1, 3, 13, 12, 11, 15, 0];7865;22
[12, 11, 6, 5, 9, 8, 10, 4, 14, 13, 0, 7, 3, 1, 2, 15];6911;741
[2, 15, 12, 13, 6, 11, 0, 7, 3, 14, 5, 9, 8, 10, 4, 1];8492;2
[7, 0, 15, 11, 10, 8, 9, 2, 1, 3, 14, 4, 5, 6, 13, 12];8315;1
[11, 6, 5, 13, 12, 9, 8, 10, 4, 14, 7, 3, 1, 2, 0, 15];7162;88
[7, 14, 13, 6, 5, 8, 10, 4, 3, 1, 2, 15, 9, 11, 12, 0];8293;2
[4, 10, 8, 9, 5, 14, 7, 0, 12, 13, 6, 11, 15, 2, 1, 3];8121;16
[15, 0, 11, 12, 13, 14, 7, 3, 1, 2, 8, 10, 4, 5, 6, 9];8208;2
[7, 12, 11, 6, 5, 4, 14, 13, 15, 2, 1, 3, 10, 8, 9, 0];8532;1
[9, 6, 0, 7, 3, 4, 10, 8, 5, 14, 13, 12, 11, 15, 1, 2];8588;2
[13, 12, 11, 15, 1, 2, 8, 10, 4, 5, 9, 6, 14, 3, 7, 0];8548;3
[15, 11, 9, 6, 5, 13, 12, 7, 0, 8, 10, 4, 14, 3, 1, 2];8193;9
[3, 1, 2, 9, 11, 12, 15, 0, 7, 14, 4, 10, 8, 5, 6, 13];8064;6
[4, 10, 8, 5, 6, 13, 12, 3, 7, 0, 15, 11, 9, 2, 1, 14];8369;1
[12, 13, 7, 0, 9, 8, 10, 4, 14, 5, 6, 3, 1, 2, 15, 11];7863;12
[6, 11, 13, 12, 15, 0, 7, 14, 4, 3, 1, 2, 9, 8, 10, 5];8162;10
[14, 4, 10, 8, 5, 6, 13, 7, 0, 15, 12, 11, 9, 2, 1, 3];8008;4
[10, 8, 2, 1, 3, 12, 13, 5, 6, 9, 11, 15, 0, 7, 14, 4];8241;9
[15, 11, 12, 13, 6, 5, 14, 3, 7, 0, 9, 8, 10, 4, 1, 2];8377;5
[13, 6, 11, 7, 3, 1, 2, 9, 8, 10, 4, 5, 14, 0, 15, 12];8025;2
[7, 3, 1, 2, 15, 12, 13, 11, 6, 5, 9, 8, 10, 4, 14, 0];6903;462
[6, 11, 3, 1, 2, 15, 12, 13, 0, 7, 14, 4, 10, 8, 9, 5];7736;3
[0, 7, 14, 4, 10, 8, 9, 11, 15, 2, 1, 3, 13, 5, 6, 12];7887;103
[4, 5, 6, 11, 12, 13, 14, 7, 3, 1, 2, 0, 15, 9, 8, 10];7076;59
[15, 11, 12, 13, 14, 4, 10, 8, 9, 6, 5, 0, 7, 3, 1, 2];6963;283
[15, 2, 1, 3, 4, 10, 8, 9, 11, 0, 7, 14, 5, 6, 13, 12];8033;31
[8, 9, 14, 3, 7, 0, 12, 13, 5, 6, 11, 15, 2, 1, 4, 10];8576;1
[1, 2, 0, 15, 11, 9, 8, 10, 4, 14, 5, 6, 13, 12, 7, 3];7028;206
[15, 12, 13, 11, 9, 8, 10, 4, 14, 5, 6, 2, 1, 3, 7, 0];7104;79
[10, 8, 2, 1, 3, 7, 0, 15, 9, 5, 6, 11, 12, 13, 14, 4];7382;228
[9, 2, 1, 15, 6, 5, 14, 13, 12, 11, 0, 7, 3, 4, 10, 8];8271;14
[11, 12, 13, 14, 5, 6, 9, 8, 10, 4, 7, 3, 1, 2, 0, 15];7222;147
[10, 8, 6, 5, 14, 13, 12, 0, 15, 11, 9, 2, 1, 3, 7, 4];8318;1
[4, 5, 6, 13, 12, 11, 15, 0, 7, 10, 8, 9, 2, 1, 3, 14];8411;2
[0, 14, 13, 12, 11, 6, 5, 4, 10, 8, 9, 15, 2, 1, 3, 7];7005;265
[5, 4, 10, 8, 2, 1, 3, 15, 9, 11, 12, 13, 0, 7, 14, 6];8453;1
[8, 10, 4, 5, 14, 3, 1, 2, 15, 0, 7, 13, 12, 11, 6, 9];7161;150
[15, 13, 14, 4, 10, 8, 9, 0, 7, 12, 5, 6, 11, 3, 1, 2];7977;24
[7, 14, 5, 6, 9, 8, 10, 4, 3, 1, 2, 15, 11, 12, 13, 0];7860;165
[5, 14, 13, 12, 11, 6, 9, 15, 0, 7, 2, 1, 3, 4, 10, 8];7604;21
[15, 0, 7, 13, 12, 11, 9, 8, 10, 4, 5, 6, 14, 3, 1, 2];7179;102
[11, 6, 13, 12, 15, 2, 1, 3, 14, 5, 4, 10, 8, 9, 0, 7];8008;7
[4, 10, 8, 9, 15, 2, 1, 3, 7, 0, 14, 13, 12, 11, 6, 5];7005;225
[3, 4, 10, 8, 9, 11, 15, 1, 2, 6, 5, 14, 13, 12, 0, 7];8369;3
[10, 8, 5, 6, 13, 12, 11, 9, 15, 0, 2, 1, 3, 7, 14, 4];7267;15
[15, 0, 7, 14, 5, 4, 10, 8, 2, 1, 3, 13, 12, 11, 6, 9];8371;3
[4, 10, 8, 9, 11, 12, 15, 0, 7, 3, 13, 14, 5, 6, 2, 1];8623;1
[2, 1, 3, 7, 0, 12, 11, 6, 5, 13, 14, 4, 10, 8, 9, 15];6966;317
[13, 12, 3, 7, 0, 8, 10, 4, 14, 1, 2, 15, 11, 9, 6, 5];8584;1
[1, 3, 14, 4, 10, 8, 9, 0, 7, 13, 5, 6, 11, 12, 15, 2];7794;39
[15, 11, 9, 6, 5, 13, 12, 3, 1, 2, 8, 10, 4, 14, 7, 0];8241;7
[14, 3, 1, 2, 9, 8, 10, 4, 5, 6, 11, 15, 0, 7, 12, 13];7787;58
[5, 13, 12, 11, 9, 8, 10, 4, 14, 7, 3, 1, 2, 0, 15, 6];7161;161
[14, 4, 10, 8, 9, 5, 6, 11, 12, 15, 2, 1, 3, 7, 0, 13];6911;741
[9, 5, 4, 10, 8, 2, 1, 3, 13, 12, 11, 15, 0, 7, 14, 6];8415;2
[4, 14, 3, 7, 0, 13, 5, 6, 11, 12, 15, 1, 2, 9, 8, 10];7953;31
[12, 13, 6, 11, 15, 2, 1, 3, 4, 10, 8, 9, 5, 14, 7, 0];8121;16
[14, 4, 10, 8, 5, 6, 13, 12, 7, 0, 11, 9, 15, 2, 1, 3];7954;8
[10, 8, 5, 6, 3, 1, 2, 15, 9, 11, 12, 13, 0, 7, 14, 4];8095;5
[0, 7, 3, 14, 13, 12, 15, 1, 2, 11, 6, 5, 4, 10, 8, 9];8105;4
[12, 13, 14, 7, 0, 9, 8, 10, 4, 5, 6, 3, 1, 2, 15, 11];7988;13
[15, 0, 7, 14, 6, 11, 12, 13, 3, 1, 2, 8, 10, 4, 5, 9];8497;1
[5, 11, 7, 3, 0, 9, 8, 10, 4, 14, 13, 12, 15, 1, 2, 6];8255;1
[7, 0, 9, 8, 10, 4, 14, 5, 6, 13, 3, 1, 2, 15, 11, 12];7794;15
[12, 7, 0, 9, 8, 10, 4, 5, 6, 11, 15, 2, 1, 3, 14, 13];7817;31
[9, 8, 10, 4, 14, 3, 1, 2, 6, 5, 13, 12, 7, 0, 15, 11];7929;50
[1, 3, 14, 4, 10, 8, 0, 7, 13, 5, 6, 9, 11, 12, 15, 2];8223;8
[9, 8, 10, 4, 5, 6, 3, 1, 2, 15, 11, 12, 13, 14, 7, 0];7988;10
